#Data set complied for AntT data base in June 2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Bulk Bellingshausen Island,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Units,,,,,,,,,,,Wt%,Wt%,Wt%,Wt%,Wt%,Wt%,Wt%,Wt%,Wt%,Wt%,Wt%,,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm
Sample ID,idex,type,Location,Published,SourceID,Collected By ,Analyses Type,Analyzed by,Comments,Oxide,SiO2,TiO2,Al2O3,Fe2O3,MnO,MgO,CaO,Na2O,K2O,P2O5,Total,Element,Ba,Ce,Co,Cr,Cu,La,Nb,Ni,Pb,Rb,Sr,Th,U,V,Y,Zn,Zr
SSB.15.4,1,Basaltic andesite,crater wall below Basilisk Peak,LeMasurier and Thomson,Table E.10.1,,XRF,"U. Nottingham, England",total Fe expressed as Fe2O3,Tephra weight %,54.64,0.8,15.97,11.72,0.18,3.82,9.37,2.93,0.45,0.1,99.98,Tephra ppm,132,18,34,35,84,8,2,18,5,10,140,3,<1,253,24,82,66
SSb.19.1,2,Basaltic andesite,east of Issacson Point,LeMasurier and Thomson,Table E.10.1,,XRF,"U. Nottingham, England",total Fe expressed as Fe2O3,Tephra weight %,56.6,0.96,15.23,11.98,0.2,3.19,8.23,3.05,0.55,0.12,100.11,Tephra ppm,156,<5,23,21,165,10,1,6,7,14,131,1,<1,232,29,98,87
