#Data set complied for AntT data base in June 2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Bulk Montagu Island,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Units,,,,,,,,,,,Wt%,Wt%,Wt%,Wt%,Wt%,Wt%,Wt%,Wt%,Wt%,Wt%,Wt%,,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm
Sample ID,idex,type,Location,Published,SourceID,Collected By ,Analyses Type,Analyzed by,Comments,Oxide,SiO2,TiO2,Al2O3,Fe2O3,MnO,MgO,CaO,Na2O,K2O,P2O5,Total,Element,Ba,Ce,Co,Cr,Cu,La,Nb,Ni,Pb,Rb,Sr,Th,U,V,Y,Zn,Zr
SSM.1.3,1,Basalt,Allen Point,LeMasurier and Thomson,Table E.8.1,,XRF ,"U. Nottingham, England",total Fe expressed as Fe2O3,Tephra weight %,48.96,0.43,15.6,9.69,0.16,10.83,13.24,1.3,0.09,0.02,100.32,Tephra ppm,59,<5,56,239,60,<2,<1,65,6,4,103,<1,<1,222,9,55,27
SSM.3.1,2,Basaltic andesite,Horsburgh Point,LeMasurier and Thomson,Table E.8.1,,XRF ,"U. Nottingham, England",total Fe expressed as Fe2O3,Tephra weight %,53.12,0.69,18.19,10.41,0.19,4.2,10.71,2.36,0.24,0.06,100.17,Tephra ppm,82,8,27,35,79,<2,<1,5,6,5,134,1,<1,244,17,73,43
