#Data set complied for AntT data base in June 2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Bulk Thule Island,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Units,,,,,,,,,,,Wt%,Wt%,Wt%,Wt%,Wt%,Wt%,Wt%,Wt%,Wt%,Wt%,Wt%,,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm
Sample ID,idex,type,Location,Published,SourceID,Collected By ,Analyses Type,Analyzed by,Comments,Oxide,SiO2,TiO2,Al2O3,Fe2O3,MnO,MgO,CaO,Na2O,K2O,P2O5,Total,Element,Ba,Ce,Co,Cr,Cu,La,Nb,Ni,Pb,Rb,Sr,Th,U,V,Y,Zn,Zr
SST.6.3,1,Basalt,Ferguson Bay,LeMasurier and Thomson,Table E.12.1,,XRF,"U. Nottingham, England",total Fe expressed as Fe2O3,Tephra weight %,51.37,0.68,16.15,11.25,0.22,6.19,11.47,2.19,0.29,0.05,99.86,Tephra ppm,91,<5,36,60,142,7,<1,19,3,6,142,<1,<1,245,17,76,45
SST.4.1,2,Basaltic andesite,Hewison Point,LeMasurier and Thomson,Table E.12.1,,XRF,"U. Nottingham, England",total Fe expressed as Fe2O3,Tephra weight %,56.65,1.05,14.85,12.39,0.21,3.22,7.57,3.22,0.8,0.17,100.13,Tephra ppm,213,38,27,21,99,6,3,6,8,19,148,<1,<1,232,34,105,107
