#Data set complied for AntT data base in June 2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Bulk Zavodovski Island,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Units,,,,,,,,,,,Wt%,Wt%,Wt%,Wt%,Wt%,Wt%,Wt%,Wt%,Wt%,Wt%,Wt%,,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm
Sample ID,idex,type,Location,Published,SourceID,Collected By ,Analyses Type,Analyzed by,Comments,Oxide,SiO2,TiO2,Al2O3,Fe2O3,MnO,MgO,CaO,Na2O,K2O,P2O5,Total,Element,Ba,Ce,Co,Cr,Cu,La,Nb,Ni,Pb,Rb,Sr,Th,U,V,Y,Zn,Zr
SSZ.83.1,1,Basalt,Zavodovski Island,LeMasurier and Thomson,Table E.2.1,,XRF,"U. Nottingham, England",,Tephra weight %,50.88,0.59,16.22,10.47,0.18,7.95,12.23,1.53,0.12,0.03,100.2,Tephra ppm,68,<5,39,160,112,5,2,39,<2,3,123,<1,<1,269,14,66,33
SSZ.5.5,2,Basalt,Zavodovski Island,LeMasurier and Thomson,Table E.2.1,,XRF,"U. Nottingham, England",,Tephra weight %,52.62,0.87,15.55,12.31,0.22,6.22,10.37,1.47,0.15,0.05,99.83,Tephra ppm,93,<5,45,78,117,4,2,22,7,4,128,<1,<1,364,18,82,42
