#Data set complied for AntT data base in June 2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Bulk Bristol Island,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Units,,,,,,,,,,,Wt%,Wt%,Wt%,Wt%,Wt%,Wt%,Wt%,Wt%,Wt%,Wt%,Wt%,,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm
Sample ID,idex,type,Location,Published,SourceID,Collected By ,Analyses Type,Analyzed by,Comments,Oxide,SiO2,TiO2,Al2O3,Fe2O3,MnO,MgO,CaO,Na2O,K2O,P2O5,Total,element,Ba,Ce,Co,Cr,Cu,La,Nb,Ni,Pb,Rb,Sr,Th,U,V,Y,Zn,Zr
SSR.1.1,1,Basalt,"Mid-coast, Bristol Island",LeMasurier and Thomson,Table E.9.1,,XRF,"U. Nottingham,England",total Fe expressed as Fe2O3,Tephra wieght %,49.22,0.57,19.3,10.59,0.18,5.82,12.36,1.76,0.12,0.05,99.97,Tephra ppm,65,16,35,43,107,8,<1,15,5,4,148,<1,<1,238,14,69,40
SSf.1.3,2,Andesite dike,Freexland Rock,LeMasurier and Thomson,Table E.9.1,,XRF,"U. Nottingham,England",total Fe expressed as Fe2O3,Tephra wieght %,59.85,0.7,16.68,7.9,0.13,2.61,6.67,3.81,1.08,0.16,100.25,Tephra ppm,223,24,19,20,77,<2,<1,10,7,19,167,<1,<1,116,34,73,103
