#Data set complied for AntT data base in June 2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#Bulk Protector Shoal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Units,,,,,,,,,,,Wt%,Wt%,Wt%,Wt%,Wt%,Wt%,Wt%,Wt%,Wt%,Wt%,Wt%,,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm,ppm
Sample ID,idex,type,Location,Published,SourceID,Collected By ,Analyses Type,Analyzed by,Comments,Oxide,SiO2,TiO2,Al2O3,Fe2O3,MnO,MgO,CaO,Na2O,K2O,P2O5,Total,Element,Ba,Ce,Co,Cr,Cu,La,Nb,Ni,Pb,Rb,Sr,Th,U,V,Y,Zn,Zr
SSP.1.1,1,Rhyodacite pumice,"1962 eruption, Protector Shoal",LeMasurier and Thomson,Tabe E.3.1,,XRF,"U. Nottingham, England",total Fe expressed as Fe2O3,Tephra weight % ,67.21,0.4,14.15,4.11,0.1,0.99,4.44,5.22,0.54,0.08,100.2,Tephra ppm,105,<5,4,11,24,<2,2,5,4,11,106,<1,<1,26,31,50,92
